date,indicator_name,value,unit,source
2020-04-21,USD_INR,83.618,INR,RBI_REFERENCE
2020-04-21,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-04-22,USD_INR,83.576,INR,RBI_REFERENCE
2020-04-22,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-04-23,USD_INR,83.545,INR,RBI_REFERENCE
2020-04-23,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-04-24,USD_INR,83.6,INR,RBI_REFERENCE
2020-04-24,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-04-25,USD_INR,83.652,INR,RBI_REFERENCE
2020-04-25,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-04-26,USD_INR,83.572,INR,RBI_REFERENCE
2020-04-26,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-04-27,USD_INR,83.597,INR,RBI_REFERENCE
2020-04-27,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-04-28,USD_INR,83.681,INR,RBI_REFERENCE
2020-04-28,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-04-29,USD_INR,83.675,INR,RBI_REFERENCE
2020-04-29,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-04-30,USD_INR,83.64,INR,RBI_REFERENCE
2020-04-30,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-01,USD_INR,83.62,INR,RBI_REFERENCE
2020-05-01,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-02,USD_INR,83.541,INR,RBI_REFERENCE
2020-05-02,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-03,USD_INR,83.575,INR,RBI_REFERENCE
2020-05-03,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-04,USD_INR,83.568,INR,RBI_REFERENCE
2020-05-04,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-05,USD_INR,83.539,INR,RBI_REFERENCE
2020-05-05,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-06,USD_INR,83.57,INR,RBI_REFERENCE
2020-05-06,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-07,USD_INR,83.608,INR,RBI_REFERENCE
2020-05-07,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-08,USD_INR,83.567,INR,RBI_REFERENCE
2020-05-08,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-09,USD_INR,83.527,INR,RBI_REFERENCE
2020-05-09,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-10,USD_INR,83.585,INR,RBI_REFERENCE
2020-05-10,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-11,USD_INR,83.59,INR,RBI_REFERENCE
2020-05-11,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-12,USD_INR,83.596,INR,RBI_REFERENCE
2020-05-12,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-13,USD_INR,83.665,INR,RBI_REFERENCE
2020-05-13,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-14,USD_INR,83.649,INR,RBI_REFERENCE
2020-05-14,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-15,USD_INR,83.693,INR,RBI_REFERENCE
2020-05-15,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-16,USD_INR,83.753,INR,RBI_REFERENCE
2020-05-16,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-17,USD_INR,83.733,INR,RBI_REFERENCE
2020-05-17,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-18,USD_INR,83.7,INR,RBI_REFERENCE
2020-05-18,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-19,USD_INR,83.724,INR,RBI_REFERENCE
2020-05-19,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-20,USD_INR,83.667,INR,RBI_REFERENCE
2020-05-20,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-21,USD_INR,83.616,INR,RBI_REFERENCE
2020-05-21,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-22,USD_INR,83.683,INR,RBI_REFERENCE
2020-05-22,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-23,USD_INR,83.696,INR,RBI_REFERENCE
2020-05-23,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-24,USD_INR,83.707,INR,RBI_REFERENCE
2020-05-24,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-25,USD_INR,83.693,INR,RBI_REFERENCE
2020-05-25,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-26,USD_INR,83.693,INR,RBI_REFERENCE
2020-05-26,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-27,USD_INR,83.743,INR,RBI_REFERENCE
2020-05-27,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-28,USD_INR,83.722,INR,RBI_REFERENCE
2020-05-28,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-29,USD_INR,83.695,INR,RBI_REFERENCE
2020-05-29,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-30,USD_INR,83.751,INR,RBI_REFERENCE
2020-05-30,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-05-31,USD_INR,83.719,INR,RBI_REFERENCE
2020-05-31,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-01,USD_INR,83.7,INR,RBI_REFERENCE
2020-06-01,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-02,USD_INR,83.744,INR,RBI_REFERENCE
2020-06-02,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-03,USD_INR,83.773,INR,RBI_REFERENCE
2020-06-03,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-04,USD_INR,83.801,INR,RBI_REFERENCE
2020-06-04,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-05,USD_INR,83.78,INR,RBI_REFERENCE
2020-06-05,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-06,USD_INR,83.754,INR,RBI_REFERENCE
2020-06-06,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-07,USD_INR,83.756,INR,RBI_REFERENCE
2020-06-07,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-08,USD_INR,83.757,INR,RBI_REFERENCE
2020-06-08,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-09,USD_INR,83.716,INR,RBI_REFERENCE
2020-06-09,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-10,USD_INR,83.732,INR,RBI_REFERENCE
2020-06-10,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-11,USD_INR,83.645,INR,RBI_REFERENCE
2020-06-11,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-12,USD_INR,83.656,INR,RBI_REFERENCE
2020-06-12,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-13,USD_INR,83.589,INR,RBI_REFERENCE
2020-06-13,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-14,USD_INR,83.656,INR,RBI_REFERENCE
2020-06-14,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-15,USD_INR,83.667,INR,RBI_REFERENCE
2020-06-15,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-16,USD_INR,83.566,INR,RBI_REFERENCE
2020-06-16,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-17,USD_INR,83.591,INR,RBI_REFERENCE
2020-06-17,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-18,USD_INR,83.642,INR,RBI_REFERENCE
2020-06-18,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-19,USD_INR,83.558,INR,RBI_REFERENCE
2020-06-19,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-20,USD_INR,83.631,INR,RBI_REFERENCE
2020-06-20,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-21,USD_INR,83.671,INR,RBI_REFERENCE
2020-06-21,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-22,USD_INR,83.704,INR,RBI_REFERENCE
2020-06-22,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-23,USD_INR,83.698,INR,RBI_REFERENCE
2020-06-23,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-24,USD_INR,83.688,INR,RBI_REFERENCE
2020-06-24,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-25,USD_INR,83.658,INR,RBI_REFERENCE
2020-06-25,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-26,USD_INR,83.717,INR,RBI_REFERENCE
2020-06-26,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-27,USD_INR,83.757,INR,RBI_REFERENCE
2020-06-27,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-28,USD_INR,83.716,INR,RBI_REFERENCE
2020-06-28,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-29,USD_INR,83.717,INR,RBI_REFERENCE
2020-06-29,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-06-30,USD_INR,83.788,INR,RBI_REFERENCE
2020-06-30,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-01,USD_INR,83.785,INR,RBI_REFERENCE
2020-07-01,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-02,USD_INR,83.794,INR,RBI_REFERENCE
2020-07-02,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-03,USD_INR,83.729,INR,RBI_REFERENCE
2020-07-03,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-04,USD_INR,83.783,INR,RBI_REFERENCE
2020-07-04,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-05,USD_INR,83.733,INR,RBI_REFERENCE
2020-07-05,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-06,USD_INR,83.707,INR,RBI_REFERENCE
2020-07-06,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-07,USD_INR,83.747,INR,RBI_REFERENCE
2020-07-07,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-08,USD_INR,83.752,INR,RBI_REFERENCE
2020-07-08,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-09,USD_INR,83.722,INR,RBI_REFERENCE
2020-07-09,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-10,USD_INR,83.696,INR,RBI_REFERENCE
2020-07-10,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-11,USD_INR,83.696,INR,RBI_REFERENCE
2020-07-11,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-12,USD_INR,83.647,INR,RBI_REFERENCE
2020-07-12,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-13,USD_INR,83.659,INR,RBI_REFERENCE
2020-07-13,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-14,USD_INR,83.661,INR,RBI_REFERENCE
2020-07-14,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-15,USD_INR,83.731,INR,RBI_REFERENCE
2020-07-15,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-16,USD_INR,83.675,INR,RBI_REFERENCE
2020-07-16,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-17,USD_INR,83.702,INR,RBI_REFERENCE
2020-07-17,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-18,USD_INR,83.73,INR,RBI_REFERENCE
2020-07-18,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-19,USD_INR,83.735,INR,RBI_REFERENCE
2020-07-19,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-20,USD_INR,83.723,INR,RBI_REFERENCE
2020-07-20,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-21,USD_INR,83.783,INR,RBI_REFERENCE
2020-07-21,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-22,USD_INR,83.779,INR,RBI_REFERENCE
2020-07-22,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-23,USD_INR,83.77,INR,RBI_REFERENCE
2020-07-23,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-24,USD_INR,83.738,INR,RBI_REFERENCE
2020-07-24,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-25,USD_INR,83.679,INR,RBI_REFERENCE
2020-07-25,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-26,USD_INR,83.729,INR,RBI_REFERENCE
2020-07-26,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-27,USD_INR,83.763,INR,RBI_REFERENCE
2020-07-27,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-28,USD_INR,83.763,INR,RBI_REFERENCE
2020-07-28,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-29,USD_INR,83.735,INR,RBI_REFERENCE
2020-07-29,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-30,USD_INR,83.784,INR,RBI_REFERENCE
2020-07-30,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-07-31,USD_INR,83.873,INR,RBI_REFERENCE
2020-07-31,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-01,USD_INR,83.882,INR,RBI_REFERENCE
2020-08-01,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-02,USD_INR,83.994,INR,RBI_REFERENCE
2020-08-02,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-03,USD_INR,83.985,INR,RBI_REFERENCE
2020-08-03,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-04,USD_INR,83.951,INR,RBI_REFERENCE
2020-08-04,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-05,USD_INR,83.983,INR,RBI_REFERENCE
2020-08-05,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-06,USD_INR,83.974,INR,RBI_REFERENCE
2020-08-06,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-07,USD_INR,84.009,INR,RBI_REFERENCE
2020-08-07,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-08,USD_INR,84.055,INR,RBI_REFERENCE
2020-08-08,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-09,USD_INR,84.06,INR,RBI_REFERENCE
2020-08-09,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-10,USD_INR,83.986,INR,RBI_REFERENCE
2020-08-10,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-11,USD_INR,83.957,INR,RBI_REFERENCE
2020-08-11,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-12,USD_INR,83.984,INR,RBI_REFERENCE
2020-08-12,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-13,USD_INR,83.962,INR,RBI_REFERENCE
2020-08-13,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-14,USD_INR,83.999,INR,RBI_REFERENCE
2020-08-14,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-15,USD_INR,84.012,INR,RBI_REFERENCE
2020-08-15,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-16,USD_INR,83.959,INR,RBI_REFERENCE
2020-08-16,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-17,USD_INR,83.946,INR,RBI_REFERENCE
2020-08-17,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-18,USD_INR,83.965,INR,RBI_REFERENCE
2020-08-18,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-19,USD_INR,83.975,INR,RBI_REFERENCE
2020-08-19,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-20,USD_INR,83.964,INR,RBI_REFERENCE
2020-08-20,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-21,USD_INR,83.957,INR,RBI_REFERENCE
2020-08-21,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-22,USD_INR,83.931,INR,RBI_REFERENCE
2020-08-22,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-23,USD_INR,83.954,INR,RBI_REFERENCE
2020-08-23,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-24,USD_INR,83.999,INR,RBI_REFERENCE
2020-08-24,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-25,USD_INR,84.094,INR,RBI_REFERENCE
2020-08-25,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-26,USD_INR,84.067,INR,RBI_REFERENCE
2020-08-26,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-27,USD_INR,84.064,INR,RBI_REFERENCE
2020-08-27,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-28,USD_INR,83.941,INR,RBI_REFERENCE
2020-08-28,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-29,USD_INR,83.929,INR,RBI_REFERENCE
2020-08-29,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-30,USD_INR,83.894,INR,RBI_REFERENCE
2020-08-30,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-08-31,USD_INR,83.93,INR,RBI_REFERENCE
2020-08-31,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-01,USD_INR,83.854,INR,RBI_REFERENCE
2020-09-01,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-02,USD_INR,83.869,INR,RBI_REFERENCE
2020-09-02,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-03,USD_INR,83.868,INR,RBI_REFERENCE
2020-09-03,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-04,USD_INR,83.888,INR,RBI_REFERENCE
2020-09-04,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-05,USD_INR,83.905,INR,RBI_REFERENCE
2020-09-05,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-06,USD_INR,83.899,INR,RBI_REFERENCE
2020-09-06,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-07,USD_INR,83.892,INR,RBI_REFERENCE
2020-09-07,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-08,USD_INR,83.962,INR,RBI_REFERENCE
2020-09-08,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-09,USD_INR,83.999,INR,RBI_REFERENCE
2020-09-09,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-10,USD_INR,84.001,INR,RBI_REFERENCE
2020-09-10,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-11,USD_INR,84.021,INR,RBI_REFERENCE
2020-09-11,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-12,USD_INR,84.076,INR,RBI_REFERENCE
2020-09-12,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-13,USD_INR,84.092,INR,RBI_REFERENCE
2020-09-13,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-14,USD_INR,84.029,INR,RBI_REFERENCE
2020-09-14,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-15,USD_INR,84.088,INR,RBI_REFERENCE
2020-09-15,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-16,USD_INR,84.133,INR,RBI_REFERENCE
2020-09-16,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-17,USD_INR,84.163,INR,RBI_REFERENCE
2020-09-17,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-18,USD_INR,84.155,INR,RBI_REFERENCE
2020-09-18,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-19,USD_INR,84.172,INR,RBI_REFERENCE
2020-09-19,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-20,USD_INR,84.229,INR,RBI_REFERENCE
2020-09-20,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-21,USD_INR,84.216,INR,RBI_REFERENCE
2020-09-21,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-22,USD_INR,84.206,INR,RBI_REFERENCE
2020-09-22,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-23,USD_INR,84.23,INR,RBI_REFERENCE
2020-09-23,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-24,USD_INR,84.231,INR,RBI_REFERENCE
2020-09-24,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-25,USD_INR,84.298,INR,RBI_REFERENCE
2020-09-25,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-26,USD_INR,84.297,INR,RBI_REFERENCE
2020-09-26,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-27,USD_INR,84.376,INR,RBI_REFERENCE
2020-09-27,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-28,USD_INR,84.352,INR,RBI_REFERENCE
2020-09-28,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-29,USD_INR,84.314,INR,RBI_REFERENCE
2020-09-29,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-09-30,USD_INR,84.324,INR,RBI_REFERENCE
2020-09-30,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-10-01,USD_INR,84.276,INR,RBI_REFERENCE
2020-10-01,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-10-02,USD_INR,84.282,INR,RBI_REFERENCE
2020-10-02,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-10-03,USD_INR,84.28,INR,RBI_REFERENCE
2020-10-03,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-10-04,USD_INR,84.304,INR,RBI_REFERENCE
2020-10-04,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-10-05,USD_INR,84.238,INR,RBI_REFERENCE
2020-10-05,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-10-06,USD_INR,84.308,INR,RBI_REFERENCE
2020-10-06,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-10-07,USD_INR,84.334,INR,RBI_REFERENCE
2020-10-07,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-10-08,USD_INR,84.304,INR,RBI_REFERENCE
2020-10-08,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-10-09,USD_INR,84.328,INR,RBI_REFERENCE
2020-10-09,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-10-10,USD_INR,84.315,INR,RBI_REFERENCE
2020-10-10,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-10-11,USD_INR,84.321,INR,RBI_REFERENCE
2020-10-11,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-10-12,USD_INR,84.365,INR,RBI_REFERENCE
2020-10-12,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-10-13,USD_INR,84.389,INR,RBI_REFERENCE
2020-10-13,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-10-14,USD_INR,84.42,INR,RBI_REFERENCE
2020-10-14,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-10-15,USD_INR,84.376,INR,RBI_REFERENCE
2020-10-15,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2020-10-16,USD_INR,84.456,INR,RBI_REFERENCE
2020-10-16,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
