date,location,fuel_type,price_usd_mt,source
2020-07-01,SGP_SIN,MGO,730.34,BUNKERWORLD_HISTORICAL
2020-07-01,LKA_CMB,VLSFO,590.03,BUNKERWORLD_HISTORICAL
2020-07-01,LKA_CMB,MGO,748.6,BUNKERWORLD_HISTORICAL
2020-07-01,ARE_FUJ,VLSFO,569.88,BUNKERWORLD_HISTORICAL
2020-07-01,ARE_FUJ,MGO,723.03,BUNKERWORLD_HISTORICAL
2020-07-02,SGP_SIN,VLSFO,582.35,BUNKERWORLD_HISTORICAL
2020-07-02,SGP_SIN,MGO,751.23,BUNKERWORLD_HISTORICAL
2020-07-02,LKA_CMB,VLSFO,596.9,BUNKERWORLD_HISTORICAL
2020-07-02,LKA_CMB,MGO,770.01,BUNKERWORLD_HISTORICAL
2020-07-02,ARE_FUJ,VLSFO,576.52,BUNKERWORLD_HISTORICAL
2020-07-02,ARE_FUJ,MGO,743.72,BUNKERWORLD_HISTORICAL
2020-07-03,SGP_SIN,VLSFO,582.2,BUNKERWORLD_HISTORICAL
2020-07-03,SGP_SIN,MGO,724.1,BUNKERWORLD_HISTORICAL
2020-07-03,LKA_CMB,VLSFO,596.76,BUNKERWORLD_HISTORICAL
2020-07-03,LKA_CMB,MGO,742.2,BUNKERWORLD_HISTORICAL
2020-07-03,ARE_FUJ,VLSFO,576.38,BUNKERWORLD_HISTORICAL
2020-07-03,ARE_FUJ,MGO,716.86,BUNKERWORLD_HISTORICAL
2020-07-04,SGP_SIN,VLSFO,585.53,BUNKERWORLD_HISTORICAL
2020-07-04,SGP_SIN,MGO,752.83,BUNKERWORLD_HISTORICAL
2020-07-04,LKA_CMB,VLSFO,600.17,BUNKERWORLD_HISTORICAL
2020-07-04,LKA_CMB,MGO,771.65,BUNKERWORLD_HISTORICAL
2020-07-04,ARE_FUJ,VLSFO,579.67,BUNKERWORLD_HISTORICAL
2020-07-04,ARE_FUJ,MGO,745.3,BUNKERWORLD_HISTORICAL
2020-07-05,SGP_SIN,VLSFO,580.24,BUNKERWORLD_HISTORICAL
2020-07-05,SGP_SIN,MGO,749.59,BUNKERWORLD_HISTORICAL
2020-07-05,LKA_CMB,VLSFO,594.75,BUNKERWORLD_HISTORICAL
2020-07-05,LKA_CMB,MGO,768.33,BUNKERWORLD_HISTORICAL
2020-07-05,ARE_FUJ,VLSFO,574.44,BUNKERWORLD_HISTORICAL
2020-07-05,ARE_FUJ,MGO,742.1,BUNKERWORLD_HISTORICAL
2020-07-06,SGP_SIN,VLSFO,586.37,BUNKERWORLD_HISTORICAL
2020-07-06,SGP_SIN,MGO,747.49,BUNKERWORLD_HISTORICAL
2020-07-06,LKA_CMB,VLSFO,601.03,BUNKERWORLD_HISTORICAL
2020-07-06,LKA_CMB,MGO,766.18,BUNKERWORLD_HISTORICAL
2020-07-06,ARE_FUJ,VLSFO,580.51,BUNKERWORLD_HISTORICAL
2020-07-06,ARE_FUJ,MGO,740.02,BUNKERWORLD_HISTORICAL
2020-07-07,SGP_SIN,VLSFO,589.43,BUNKERWORLD_HISTORICAL
2020-07-07,SGP_SIN,MGO,758.07,BUNKERWORLD_HISTORICAL
2020-07-07,LKA_CMB,VLSFO,604.17,BUNKERWORLD_HISTORICAL
2020-07-07,LKA_CMB,MGO,777.03,BUNKERWORLD_HISTORICAL
2020-07-07,ARE_FUJ,VLSFO,583.54,BUNKERWORLD_HISTORICAL
2020-07-07,ARE_FUJ,MGO,750.49,BUNKERWORLD_HISTORICAL
2020-07-08,SGP_SIN,VLSFO,591.56,BUNKERWORLD_HISTORICAL
2020-07-08,SGP_SIN,MGO,749.63,BUNKERWORLD_HISTORICAL
2020-07-08,LKA_CMB,VLSFO,606.35,BUNKERWORLD_HISTORICAL
2020-07-08,LKA_CMB,MGO,768.37,BUNKERWORLD_HISTORICAL
2020-07-08,ARE_FUJ,VLSFO,585.64,BUNKERWORLD_HISTORICAL
2020-07-08,ARE_FUJ,MGO,742.13,BUNKERWORLD_HISTORICAL
2020-07-09,SGP_SIN,VLSFO,596.06,BUNKERWORLD_HISTORICAL
2020-07-09,SGP_SIN,MGO,761.19,BUNKERWORLD_HISTORICAL
2020-07-09,LKA_CMB,VLSFO,610.96,BUNKERWORLD_HISTORICAL
2020-07-09,LKA_CMB,MGO,780.22,BUNKERWORLD_HISTORICAL
2020-07-09,ARE_FUJ,VLSFO,590.1,BUNKERWORLD_HISTORICAL
2020-07-09,ARE_FUJ,MGO,753.58,BUNKERWORLD_HISTORICAL
2020-07-10,SGP_SIN,VLSFO,583.67,BUNKERWORLD_HISTORICAL
2020-07-10,SGP_SIN,MGO,745.71,BUNKERWORLD_HISTORICAL
2020-07-10,LKA_CMB,VLSFO,598.26,BUNKERWORLD_HISTORICAL
2020-07-10,LKA_CMB,MGO,764.36,BUNKERWORLD_HISTORICAL
2020-07-10,ARE_FUJ,VLSFO,577.83,BUNKERWORLD_HISTORICAL
2020-07-10,ARE_FUJ,MGO,738.26,BUNKERWORLD_HISTORICAL
2020-07-11,SGP_SIN,VLSFO,597.64,BUNKERWORLD_HISTORICAL
2020-07-11,SGP_SIN,MGO,762.51,BUNKERWORLD_HISTORICAL
2020-07-11,LKA_CMB,VLSFO,612.58,BUNKERWORLD_HISTORICAL
2020-07-11,LKA_CMB,MGO,781.57,BUNKERWORLD_HISTORICAL
2020-07-11,ARE_FUJ,VLSFO,591.66,BUNKERWORLD_HISTORICAL
2020-07-11,ARE_FUJ,MGO,754.89,BUNKERWORLD_HISTORICAL
2020-07-12,SGP_SIN,VLSFO,596.82,BUNKERWORLD_HISTORICAL
2020-07-12,SGP_SIN,MGO,781.55,BUNKERWORLD_HISTORICAL
2020-07-12,LKA_CMB,VLSFO,611.74,BUNKERWORLD_HISTORICAL
2020-07-12,LKA_CMB,MGO,801.09,BUNKERWORLD_HISTORICAL
2020-07-12,ARE_FUJ,VLSFO,590.85,BUNKERWORLD_HISTORICAL
2020-07-12,ARE_FUJ,MGO,773.74,BUNKERWORLD_HISTORICAL
2020-07-13,SGP_SIN,VLSFO,583.62,BUNKERWORLD_HISTORICAL
2020-07-13,SGP_SIN,MGO,756.51,BUNKERWORLD_HISTORICAL
2020-07-13,LKA_CMB,VLSFO,598.21,BUNKERWORLD_HISTORICAL
2020-07-13,LKA_CMB,MGO,775.43,BUNKERWORLD_HISTORICAL
2020-07-13,ARE_FUJ,VLSFO,577.78,BUNKERWORLD_HISTORICAL
2020-07-13,ARE_FUJ,MGO,748.95,BUNKERWORLD_HISTORICAL
2020-07-14,SGP_SIN,VLSFO,584.38,BUNKERWORLD_HISTORICAL
2020-07-14,SGP_SIN,MGO,763.61,BUNKERWORLD_HISTORICAL
2020-07-14,LKA_CMB,VLSFO,598.99,BUNKERWORLD_HISTORICAL
2020-07-14,LKA_CMB,MGO,782.7,BUNKERWORLD_HISTORICAL
2020-07-14,ARE_FUJ,VLSFO,578.54,BUNKERWORLD_HISTORICAL
2020-07-14,ARE_FUJ,MGO,755.97,BUNKERWORLD_HISTORICAL
2020-07-15,SGP_SIN,VLSFO,581.29,BUNKERWORLD_HISTORICAL
2020-07-15,SGP_SIN,MGO,749.13,BUNKERWORLD_HISTORICAL
2020-07-15,LKA_CMB,VLSFO,595.83,BUNKERWORLD_HISTORICAL
2020-07-15,LKA_CMB,MGO,767.86,BUNKERWORLD_HISTORICAL
2020-07-15,ARE_FUJ,VLSFO,575.48,BUNKERWORLD_HISTORICAL
2020-07-15,ARE_FUJ,MGO,741.64,BUNKERWORLD_HISTORICAL
2020-07-16,SGP_SIN,VLSFO,591.63,BUNKERWORLD_HISTORICAL
2020-07-16,SGP_SIN,MGO,754.39,BUNKERWORLD_HISTORICAL
2020-07-16,LKA_CMB,VLSFO,606.43,BUNKERWORLD_HISTORICAL
2020-07-16,LKA_CMB,MGO,773.25,BUNKERWORLD_HISTORICAL
2020-07-16,ARE_FUJ,VLSFO,585.72,BUNKERWORLD_HISTORICAL
2020-07-16,ARE_FUJ,MGO,746.85,BUNKERWORLD_HISTORICAL
2020-07-17,SGP_SIN,VLSFO,581.64,BUNKERWORLD_HISTORICAL
2020-07-17,SGP_SIN,MGO,747.28,BUNKERWORLD_HISTORICAL
2020-07-17,LKA_CMB,VLSFO,596.18,BUNKERWORLD_HISTORICAL
2020-07-17,LKA_CMB,MGO,765.96,BUNKERWORLD_HISTORICAL
2020-07-17,ARE_FUJ,VLSFO,575.82,BUNKERWORLD_HISTORICAL
2020-07-17,ARE_FUJ,MGO,739.81,BUNKERWORLD_HISTORICAL
2020-07-18,SGP_SIN,VLSFO,579.85,BUNKERWORLD_HISTORICAL
2020-07-18,SGP_SIN,MGO,746.87,BUNKERWORLD_HISTORICAL
2020-07-18,LKA_CMB,VLSFO,594.34,BUNKERWORLD_HISTORICAL
2020-07-18,LKA_CMB,MGO,765.54,BUNKERWORLD_HISTORICAL
2020-07-18,ARE_FUJ,VLSFO,574.05,BUNKERWORLD_HISTORICAL
2020-07-18,ARE_FUJ,MGO,739.4,BUNKERWORLD_HISTORICAL
2020-07-19,SGP_SIN,VLSFO,581.4,BUNKERWORLD_HISTORICAL
2020-07-19,SGP_SIN,MGO,746.4,BUNKERWORLD_HISTORICAL
2020-07-19,LKA_CMB,VLSFO,595.94,BUNKERWORLD_HISTORICAL
2020-07-19,LKA_CMB,MGO,765.06,BUNKERWORLD_HISTORICAL
2020-07-19,ARE_FUJ,VLSFO,575.59,BUNKERWORLD_HISTORICAL
2020-07-19,ARE_FUJ,MGO,738.94,BUNKERWORLD_HISTORICAL
2020-07-20,SGP_SIN,VLSFO,585.34,BUNKERWORLD_HISTORICAL
2020-07-20,SGP_SIN,MGO,747.92,BUNKERWORLD_HISTORICAL
2020-07-20,LKA_CMB,VLSFO,599.97,BUNKERWORLD_HISTORICAL
2020-07-20,LKA_CMB,MGO,766.62,BUNKERWORLD_HISTORICAL
2020-07-20,ARE_FUJ,VLSFO,579.49,BUNKERWORLD_HISTORICAL
2020-07-20,ARE_FUJ,MGO,740.44,BUNKERWORLD_HISTORICAL
2020-07-21,SGP_SIN,VLSFO,579.04,BUNKERWORLD_HISTORICAL
2020-07-21,SGP_SIN,MGO,739.89,BUNKERWORLD_HISTORICAL
2020-07-21,LKA_CMB,VLSFO,593.52,BUNKERWORLD_HISTORICAL
2020-07-21,LKA_CMB,MGO,758.39,BUNKERWORLD_HISTORICAL
2020-07-21,ARE_FUJ,VLSFO,573.25,BUNKERWORLD_HISTORICAL
2020-07-21,ARE_FUJ,MGO,732.49,BUNKERWORLD_HISTORICAL
2020-07-22,SGP_SIN,VLSFO,575.46,BUNKERWORLD_HISTORICAL
2020-07-22,SGP_SIN,MGO,741.23,BUNKERWORLD_HISTORICAL
2020-07-22,LKA_CMB,VLSFO,589.85,BUNKERWORLD_HISTORICAL
2020-07-22,LKA_CMB,MGO,759.76,BUNKERWORLD_HISTORICAL
2020-07-22,ARE_FUJ,VLSFO,569.71,BUNKERWORLD_HISTORICAL
2020-07-22,ARE_FUJ,MGO,733.82,BUNKERWORLD_HISTORICAL
2020-07-23,SGP_SIN,VLSFO,569.73,BUNKERWORLD_HISTORICAL
2020-07-23,SGP_SIN,MGO,712.15,BUNKERWORLD_HISTORICAL
2020-07-23,LKA_CMB,VLSFO,583.97,BUNKERWORLD_HISTORICAL
2020-07-23,LKA_CMB,MGO,729.95,BUNKERWORLD_HISTORICAL
2020-07-23,ARE_FUJ,VLSFO,564.03,BUNKERWORLD_HISTORICAL
2020-07-23,ARE_FUJ,MGO,705.03,BUNKERWORLD_HISTORICAL
2020-07-24,SGP_SIN,VLSFO,579.23,BUNKERWORLD_HISTORICAL
2020-07-24,SGP_SIN,MGO,734.54,BUNKERWORLD_HISTORICAL
2020-07-24,LKA_CMB,VLSFO,593.71,BUNKERWORLD_HISTORICAL
2020-07-24,LKA_CMB,MGO,752.9,BUNKERWORLD_HISTORICAL
2020-07-24,ARE_FUJ,VLSFO,573.44,BUNKERWORLD_HISTORICAL
2020-07-24,ARE_FUJ,MGO,727.19,BUNKERWORLD_HISTORICAL
2020-07-25,SGP_SIN,VLSFO,581.63,BUNKERWORLD_HISTORICAL
2020-07-25,SGP_SIN,MGO,744.12,BUNKERWORLD_HISTORICAL
2020-07-25,LKA_CMB,VLSFO,596.17,BUNKERWORLD_HISTORICAL
2020-07-25,LKA_CMB,MGO,762.72,BUNKERWORLD_HISTORICAL
2020-07-25,ARE_FUJ,VLSFO,575.82,BUNKERWORLD_HISTORICAL
2020-07-25,ARE_FUJ,MGO,736.68,BUNKERWORLD_HISTORICAL
2020-07-26,SGP_SIN,VLSFO,577.08,BUNKERWORLD_HISTORICAL
2020-07-26,SGP_SIN,MGO,751.94,BUNKERWORLD_HISTORICAL
2020-07-26,LKA_CMB,VLSFO,591.51,BUNKERWORLD_HISTORICAL
2020-07-26,LKA_CMB,MGO,770.74,BUNKERWORLD_HISTORICAL
2020-07-26,ARE_FUJ,VLSFO,571.31,BUNKERWORLD_HISTORICAL
2020-07-26,ARE_FUJ,MGO,744.42,BUNKERWORLD_HISTORICAL
2020-07-27,SGP_SIN,VLSFO,565.31,BUNKERWORLD_HISTORICAL
2020-07-27,SGP_SIN,MGO,737.79,BUNKERWORLD_HISTORICAL
2020-07-27,LKA_CMB,VLSFO,579.44,BUNKERWORLD_HISTORICAL
2020-07-27,LKA_CMB,MGO,756.24,BUNKERWORLD_HISTORICAL
2020-07-27,ARE_FUJ,VLSFO,559.66,BUNKERWORLD_HISTORICAL
2020-07-27,ARE_FUJ,MGO,730.41,BUNKERWORLD_HISTORICAL
2020-07-28,SGP_SIN,VLSFO,570.71,BUNKERWORLD_HISTORICAL
2020-07-28,SGP_SIN,MGO,733.32,BUNKERWORLD_HISTORICAL
2020-07-28,LKA_CMB,VLSFO,584.97,BUNKERWORLD_HISTORICAL
2020-07-28,LKA_CMB,MGO,751.65,BUNKERWORLD_HISTORICAL
2020-07-28,ARE_FUJ,VLSFO,565.0,BUNKERWORLD_HISTORICAL
2020-07-28,ARE_FUJ,MGO,725.99,BUNKERWORLD_HISTORICAL
2020-07-29,SGP_SIN,VLSFO,570.3,BUNKERWORLD_HISTORICAL
2020-07-29,SGP_SIN,MGO,721.8,BUNKERWORLD_HISTORICAL
2020-07-29,LKA_CMB,VLSFO,584.56,BUNKERWORLD_HISTORICAL
2020-07-29,LKA_CMB,MGO,739.85,BUNKERWORLD_HISTORICAL
2020-07-29,ARE_FUJ,VLSFO,564.6,BUNKERWORLD_HISTORICAL
2020-07-29,ARE_FUJ,MGO,714.59,BUNKERWORLD_HISTORICAL
2020-07-30,SGP_SIN,VLSFO,589.09,BUNKERWORLD_HISTORICAL
2020-07-30,SGP_SIN,MGO,763.56,BUNKERWORLD_HISTORICAL
2020-07-30,LKA_CMB,VLSFO,603.82,BUNKERWORLD_HISTORICAL
2020-07-30,LKA_CMB,MGO,782.65,BUNKERWORLD_HISTORICAL
2020-07-30,ARE_FUJ,VLSFO,583.2,BUNKERWORLD_HISTORICAL
2020-07-30,ARE_FUJ,MGO,755.93,BUNKERWORLD_HISTORICAL
2020-07-31,SGP_SIN,VLSFO,588.04,BUNKERWORLD_HISTORICAL
2020-07-31,SGP_SIN,MGO,753.48,BUNKERWORLD_HISTORICAL
2020-07-31,LKA_CMB,VLSFO,602.74,BUNKERWORLD_HISTORICAL
2020-07-31,LKA_CMB,MGO,772.31,BUNKERWORLD_HISTORICAL
2020-07-31,ARE_FUJ,VLSFO,582.16,BUNKERWORLD_HISTORICAL
2020-07-31,ARE_FUJ,MGO,745.94,BUNKERWORLD_HISTORICAL
2020-08-01,SGP_SIN,VLSFO,589.46,BUNKERWORLD_HISTORICAL
2020-08-01,SGP_SIN,MGO,760.07,BUNKERWORLD_HISTORICAL
2020-08-01,LKA_CMB,VLSFO,604.2,BUNKERWORLD_HISTORICAL
2020-08-01,LKA_CMB,MGO,779.08,BUNKERWORLD_HISTORICAL
2020-08-01,ARE_FUJ,VLSFO,583.57,BUNKERWORLD_HISTORICAL
2020-08-01,ARE_FUJ,MGO,752.47,BUNKERWORLD_HISTORICAL
2020-08-02,SGP_SIN,VLSFO,588.21,BUNKERWORLD_HISTORICAL
2020-08-02,SGP_SIN,MGO,772.23,BUNKERWORLD_HISTORICAL
2020-08-02,LKA_CMB,VLSFO,602.92,BUNKERWORLD_HISTORICAL
2020-08-02,LKA_CMB,MGO,791.53,BUNKERWORLD_HISTORICAL
2020-08-02,ARE_FUJ,VLSFO,582.33,BUNKERWORLD_HISTORICAL
2020-08-02,ARE_FUJ,MGO,764.51,BUNKERWORLD_HISTORICAL
2020-08-03,SGP_SIN,VLSFO,598.06,BUNKERWORLD_HISTORICAL
2020-08-03,SGP_SIN,MGO,792.16,BUNKERWORLD_HISTORICAL
2020-08-03,LKA_CMB,VLSFO,613.01,BUNKERWORLD_HISTORICAL
2020-08-03,LKA_CMB,MGO,811.97,BUNKERWORLD_HISTORICAL
2020-08-03,ARE_FUJ,VLSFO,592.08,BUNKERWORLD_HISTORICAL
2020-08-03,ARE_FUJ,MGO,784.24,BUNKERWORLD_HISTORICAL
2020-08-04,SGP_SIN,VLSFO,598.91,BUNKERWORLD_HISTORICAL
2020-08-04,SGP_SIN,MGO,763.51,BUNKERWORLD_HISTORICAL
2020-08-04,LKA_CMB,VLSFO,613.88,BUNKERWORLD_HISTORICAL
2020-08-04,LKA_CMB,MGO,782.59,BUNKERWORLD_HISTORICAL
2020-08-04,ARE_FUJ,VLSFO,592.92,BUNKERWORLD_HISTORICAL
2020-08-04,ARE_FUJ,MGO,755.87,BUNKERWORLD_HISTORICAL
2020-08-05,SGP_SIN,VLSFO,592.56,BUNKERWORLD_HISTORICAL
2020-08-05,SGP_SIN,MGO,756.0,BUNKERWORLD_HISTORICAL
2020-08-05,LKA_CMB,VLSFO,607.37,BUNKERWORLD_HISTORICAL
2020-08-05,LKA_CMB,MGO,774.9,BUNKERWORLD_HISTORICAL
2020-08-05,ARE_FUJ,VLSFO,586.63,BUNKERWORLD_HISTORICAL
2020-08-05,ARE_FUJ,MGO,748.44,BUNKERWORLD_HISTORICAL
2020-08-06,SGP_SIN,VLSFO,605.47,BUNKERWORLD_HISTORICAL
2020-08-06,SGP_SIN,MGO,777.66,BUNKERWORLD_HISTORICAL
2020-08-06,LKA_CMB,VLSFO,620.6,BUNKERWORLD_HISTORICAL
2020-08-06,LKA_CMB,MGO,797.1,BUNKERWORLD_HISTORICAL
2020-08-06,ARE_FUJ,VLSFO,599.41,BUNKERWORLD_HISTORICAL
2020-08-06,ARE_FUJ,MGO,769.88,BUNKERWORLD_HISTORICAL
2020-08-07,SGP_SIN,VLSFO,599.12,BUNKERWORLD_HISTORICAL
2020-08-07,SGP_SIN,MGO,774.86,BUNKERWORLD_HISTORICAL
2020-08-07,LKA_CMB,VLSFO,614.1,BUNKERWORLD_HISTORICAL
2020-08-07,LKA_CMB,MGO,794.23,BUNKERWORLD_HISTORICAL
2020-08-07,ARE_FUJ,VLSFO,593.13,BUNKERWORLD_HISTORICAL
2020-08-07,ARE_FUJ,MGO,767.11,BUNKERWORLD_HISTORICAL
2020-08-08,SGP_SIN,VLSFO,592.2,BUNKERWORLD_HISTORICAL
2020-08-08,SGP_SIN,MGO,757.82,BUNKERWORLD_HISTORICAL
2020-08-08,LKA_CMB,VLSFO,607.01,BUNKERWORLD_HISTORICAL
2020-08-08,LKA_CMB,MGO,776.76,BUNKERWORLD_HISTORICAL
2020-08-08,ARE_FUJ,VLSFO,586.28,BUNKERWORLD_HISTORICAL
2020-08-08,ARE_FUJ,MGO,750.24,BUNKERWORLD_HISTORICAL
2020-08-09,SGP_SIN,VLSFO,598.94,BUNKERWORLD_HISTORICAL
2020-08-09,SGP_SIN,MGO,771.65,BUNKERWORLD_HISTORICAL
2020-08-09,LKA_CMB,VLSFO,613.92,BUNKERWORLD_HISTORICAL
2020-08-09,LKA_CMB,MGO,790.95,BUNKERWORLD_HISTORICAL
2020-08-09,ARE_FUJ,VLSFO,592.96,BUNKERWORLD_HISTORICAL
2020-08-09,ARE_FUJ,MGO,763.94,BUNKERWORLD_HISTORICAL
2020-08-10,SGP_SIN,VLSFO,599.35,BUNKERWORLD_HISTORICAL
2020-08-10,SGP_SIN,MGO,761.64,BUNKERWORLD_HISTORICAL
2020-08-10,LKA_CMB,VLSFO,614.33,BUNKERWORLD_HISTORICAL
2020-08-10,LKA_CMB,MGO,780.69,BUNKERWORLD_HISTORICAL
2020-08-10,ARE_FUJ,VLSFO,593.35,BUNKERWORLD_HISTORICAL
2020-08-10,ARE_FUJ,MGO,754.03,BUNKERWORLD_HISTORICAL
2020-08-11,SGP_SIN,VLSFO,611.36,BUNKERWORLD_HISTORICAL
2020-08-11,SGP_SIN,MGO,786.11,BUNKERWORLD_HISTORICAL
2020-08-11,LKA_CMB,VLSFO,626.64,BUNKERWORLD_HISTORICAL
2020-08-11,LKA_CMB,MGO,805.77,BUNKERWORLD_HISTORICAL
2020-08-11,ARE_FUJ,VLSFO,605.24,BUNKERWORLD_HISTORICAL
2020-08-11,ARE_FUJ,MGO,778.25,BUNKERWORLD_HISTORICAL
2020-08-12,SGP_SIN,VLSFO,613.34,BUNKERWORLD_HISTORICAL
2020-08-12,SGP_SIN,MGO,793.66,BUNKERWORLD_HISTORICAL
2020-08-12,LKA_CMB,VLSFO,628.67,BUNKERWORLD_HISTORICAL
2020-08-12,LKA_CMB,MGO,813.51,BUNKERWORLD_HISTORICAL
2020-08-12,ARE_FUJ,VLSFO,607.2,BUNKERWORLD_HISTORICAL
2020-08-12,ARE_FUJ,MGO,785.73,BUNKERWORLD_HISTORICAL
2020-08-13,SGP_SIN,VLSFO,615.12,BUNKERWORLD_HISTORICAL
2020-08-13,SGP_SIN,MGO,789.25,BUNKERWORLD_HISTORICAL
2020-08-13,LKA_CMB,VLSFO,630.5,BUNKERWORLD_HISTORICAL
2020-08-13,LKA_CMB,MGO,808.98,BUNKERWORLD_HISTORICAL
2020-08-13,ARE_FUJ,VLSFO,608.97,BUNKERWORLD_HISTORICAL
2020-08-13,ARE_FUJ,MGO,781.35,BUNKERWORLD_HISTORICAL
2020-08-14,SGP_SIN,VLSFO,612.99,BUNKERWORLD_HISTORICAL
2020-08-14,SGP_SIN,MGO,789.17,BUNKERWORLD_HISTORICAL
2020-08-14,LKA_CMB,VLSFO,628.31,BUNKERWORLD_HISTORICAL
2020-08-14,LKA_CMB,MGO,808.89,BUNKERWORLD_HISTORICAL
2020-08-14,ARE_FUJ,VLSFO,606.86,BUNKERWORLD_HISTORICAL
2020-08-14,ARE_FUJ,MGO,781.27,BUNKERWORLD_HISTORICAL
2020-08-15,SGP_SIN,VLSFO,603.34,BUNKERWORLD_HISTORICAL
2020-08-15,SGP_SIN,MGO,759.82,BUNKERWORLD_HISTORICAL
2020-08-15,LKA_CMB,VLSFO,618.42,BUNKERWORLD_HISTORICAL
2020-08-15,LKA_CMB,MGO,778.81,BUNKERWORLD_HISTORICAL
2020-08-15,ARE_FUJ,VLSFO,597.31,BUNKERWORLD_HISTORICAL
2020-08-15,ARE_FUJ,MGO,752.22,BUNKERWORLD_HISTORICAL
2020-08-16,SGP_SIN,VLSFO,605.13,BUNKERWORLD_HISTORICAL
2020-08-16,SGP_SIN,MGO,772.42,BUNKERWORLD_HISTORICAL
2020-08-16,LKA_CMB,VLSFO,620.26,BUNKERWORLD_HISTORICAL
2020-08-16,LKA_CMB,MGO,791.73,BUNKERWORLD_HISTORICAL
2020-08-16,ARE_FUJ,VLSFO,599.08,BUNKERWORLD_HISTORICAL
2020-08-16,ARE_FUJ,MGO,764.69,BUNKERWORLD_HISTORICAL
2020-08-17,SGP_SIN,VLSFO,589.44,BUNKERWORLD_HISTORICAL
2020-08-17,SGP_SIN,MGO,742.49,BUNKERWORLD_HISTORICAL
2020-08-17,LKA_CMB,VLSFO,604.17,BUNKERWORLD_HISTORICAL
2020-08-17,LKA_CMB,MGO,761.05,BUNKERWORLD_HISTORICAL
2020-08-17,ARE_FUJ,VLSFO,583.54,BUNKERWORLD_HISTORICAL
2020-08-17,ARE_FUJ,MGO,735.06,BUNKERWORLD_HISTORICAL
2020-08-18,SGP_SIN,VLSFO,595.39,BUNKERWORLD_HISTORICAL
2020-08-18,SGP_SIN,MGO,764.72,BUNKERWORLD_HISTORICAL
2020-08-18,LKA_CMB,VLSFO,610.27,BUNKERWORLD_HISTORICAL
2020-08-18,LKA_CMB,MGO,783.84,BUNKERWORLD_HISTORICAL
2020-08-18,ARE_FUJ,VLSFO,589.44,BUNKERWORLD_HISTORICAL
2020-08-18,ARE_FUJ,MGO,757.08,BUNKERWORLD_HISTORICAL
2020-08-19,SGP_SIN,VLSFO,597.7,BUNKERWORLD_HISTORICAL
2020-08-19,SGP_SIN,MGO,772.82,BUNKERWORLD_HISTORICAL
2020-08-19,LKA_CMB,VLSFO,612.64,BUNKERWORLD_HISTORICAL
2020-08-19,LKA_CMB,MGO,792.14,BUNKERWORLD_HISTORICAL
2020-08-19,ARE_FUJ,VLSFO,591.72,BUNKERWORLD_HISTORICAL
2020-08-19,ARE_FUJ,MGO,765.09,BUNKERWORLD_HISTORICAL
2020-08-20,SGP_SIN,VLSFO,591.55,BUNKERWORLD_HISTORICAL
2020-08-20,SGP_SIN,MGO,756.65,BUNKERWORLD_HISTORICAL
2020-08-20,LKA_CMB,VLSFO,606.34,BUNKERWORLD_HISTORICAL
2020-08-20,LKA_CMB,MGO,775.56,BUNKERWORLD_HISTORICAL
2020-08-20,ARE_FUJ,VLSFO,585.64,BUNKERWORLD_HISTORICAL
2020-08-20,ARE_FUJ,MGO,749.08,BUNKERWORLD_HISTORICAL
2020-08-21,SGP_SIN,VLSFO,589.75,BUNKERWORLD_HISTORICAL
2020-08-21,SGP_SIN,MGO,759.64,BUNKERWORLD_HISTORICAL
2020-08-21,LKA_CMB,VLSFO,604.49,BUNKERWORLD_HISTORICAL
2020-08-21,LKA_CMB,MGO,778.63,BUNKERWORLD_HISTORICAL
2020-08-21,ARE_FUJ,VLSFO,583.85,BUNKERWORLD_HISTORICAL
2020-08-21,ARE_FUJ,MGO,752.05,BUNKERWORLD_HISTORICAL
2020-08-22,SGP_SIN,VLSFO,594.2,BUNKERWORLD_HISTORICAL
2020-08-22,SGP_SIN,MGO,767.11,BUNKERWORLD_HISTORICAL
2020-08-22,LKA_CMB,VLSFO,609.06,BUNKERWORLD_HISTORICAL
2020-08-22,LKA_CMB,MGO,786.29,BUNKERWORLD_HISTORICAL
2020-08-22,ARE_FUJ,VLSFO,588.26,BUNKERWORLD_HISTORICAL
2020-08-22,ARE_FUJ,MGO,759.44,BUNKERWORLD_HISTORICAL
2020-08-23,SGP_SIN,VLSFO,582.97,BUNKERWORLD_HISTORICAL
2020-08-23,SGP_SIN,MGO,742.21,BUNKERWORLD_HISTORICAL
2020-08-23,LKA_CMB,VLSFO,597.55,BUNKERWORLD_HISTORICAL
2020-08-23,LKA_CMB,MGO,760.77,BUNKERWORLD_HISTORICAL
2020-08-23,ARE_FUJ,VLSFO,577.14,BUNKERWORLD_HISTORICAL
2020-08-23,ARE_FUJ,MGO,734.79,BUNKERWORLD_HISTORICAL
2020-08-24,SGP_SIN,VLSFO,588.64,BUNKERWORLD_HISTORICAL
2020-08-24,SGP_SIN,MGO,747.0,BUNKERWORLD_HISTORICAL
2020-08-24,LKA_CMB,VLSFO,603.35,BUNKERWORLD_HISTORICAL
2020-08-24,LKA_CMB,MGO,765.68,BUNKERWORLD_HISTORICAL
2020-08-24,ARE_FUJ,VLSFO,582.75,BUNKERWORLD_HISTORICAL
2020-08-24,ARE_FUJ,MGO,739.53,BUNKERWORLD_HISTORICAL
2020-08-25,SGP_SIN,VLSFO,587.97,BUNKERWORLD_HISTORICAL
